Business ID,Fiscal Year,Department,Support Program,Race or Ethnicity of Recipient,Zipcode,New Georeferenced Column
4508,2022,Economic Development,Education & Coaching,White,78751,POINT (-97.722213 30.310564)
2232,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78610,POINT (-97.818541 30.079155)
2823,2021,Economic Development (EDD),Education & Coaching,Black or African American,78754,POINT (-97.643722 30.356927)
2451,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78641,POINT (-97.872696 30.55706)
V00000978861,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Caucasian,78745,POINT (-97.798214 30.206782)
3515,2022,Economic Development,Education & Coaching,Hispanic or Latino,78753,POINT (-97.675352 30.378511)
666,2019,Economic Development (EDD),Small Business Education & Coaching,,,
1473,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78741,POINT (-97.716971 30.227985)
3225,2022,Economic Development,Public Art & Placemaking,White,78702,POINT (-97.71608 30.264271)
2273,2020,Economic Development (EDD),Small Business Education & Coaching,,,
WAL8312258,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78630,POINT (-97.824064 30.522842)
2358,2020,Economic Development (EDD),Small Business Education & Coaching,,,
MAG8319127,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,75040,POINT (-96.623824 32.926897)
2541,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,92104,POINT (-117.127128 32.743449)
1990,2021,Economic Development (EDD),Education and Coaching,White,78744,POINT (-97.738673 30.186349)
1404,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78723,POINT (-97.686715 30.30723)
1060,2019,Economic Development (EDD),Small Business Education & Coaching,,,
1161,2021,Economic Development (EDD),Cultural Arts Grantmaking,Black or African American,78702,POINT (-97.71608 30.264271)
1982,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,70445,POINT (-89.927388 30.346886)
3021,2020,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78741,POINT (-97.716971 30.227985)
3921,2022,Economic Development,Education & Coaching,White,78719,POINT (-97.673385 30.143087)
1838,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78704,POINT (-97.76448 30.243217)
174,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,,
V00000973105,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78621,POINT (-97.369166 30.333853)
401,2021,Economic Development (EDD),Cultural Arts Grantmaking,Multi Race or Ethnicity (minimum of two different options from above),,
204,2019,Economic Development (EDD),Small Business Education & Coaching,White,78721,POINT (-97.683892 30.270568)
V00000964631,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78737,POINT (-97.964749 30.193369)
V00000954723,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,78681,POINT (-97.718684 30.519443)
52,2021,Economic Development (EDD),Education & Coaching,,,
579,2021,Economic Development (EDD),Education & Coaching,Asian,,
2137,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
4406,2022,Economic Development,Education & Coaching,Hispanic or Latino,78749,POINT (-97.859448 30.213975)
234,2019,Economic Development (EDD),Small Business Education & Coaching,White,78735,POINT (-97.858036 30.256502)
3473,2022,Economic Development,Education & Coaching,White,78702,POINT (-97.71608 30.264271)
3957,2022,Economic Development,Education & Coaching,White,95037,POINT (-121.652852 37.138729)
128,2020,Economic Development (EDD),Cultural Arts Grantmaking,,78610,POINT (-97.818541 30.079155)
VS0000021028,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78704,POINT (-97.76448 30.243217)
77,2020,Economic Development (EDD),Business Development,,78724,POINT (-97.622435 30.295025)
1685,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,,
1465,2021,Economic Development (EDD),Business Development,Multi Race or Ethnicity (minimum of two different options from above),78731,POINT (-97.765626 30.345658)
80,2019,Economic Development (EDD),Small Business Education & Coaching,White,78732,POINT (-97.897807 30.370203)
1528,2020,Economic Development (EDD),Small Business Education & Coaching,,,
606,2021,Economic Development (EDD),Education & Coaching,White,78758,POINT (-97.706726 30.384311)
1399,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,,
2244,2021,Economic Development (EDD),Education & Coaching,White,78721,POINT (-97.683892 30.270568)
1297,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2001,2021,Economic Development (EDD),Music & Entertainment Business Development,,,
2477,2021,Economic Development (EDD),Education & Coaching,,78744,POINT (-97.738673 30.186349)
2732,2020,Economic Development (EDD),Small Business Education & Coaching,White,78728,POINT (-97.682765 30.450836)
589,2021,Economic Development (EDD),Education & Coaching,Multi Race or Ethnicity (minimum of two different options from above),78717,POINT (-97.765813 30.492639)
2965,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2683,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78756,POINT (-97.740236 30.321553)
2348,2020,Economic Development (EDD),Small Business Education & Coaching,,78704,POINT (-97.76448 30.243217)
1563,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78758,POINT (-97.706726 30.384311)
3656,2022,Economic Development,Education & Coaching,Black or African American,78660,POINT (-97.613157 30.449905)
922,2020,Economic Development (EDD),Small Business Education & Coaching,Asian,78751,POINT (-97.722213 30.310564)
2090,2019,Economic Development (EDD),Music & Entertainment Business Development,,78702,POINT (-97.71608 30.264271)
STE8305142,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78749,POINT (-97.859448 30.213975)
V00000918999,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Black or African American,75089,POINT (-96.548098 32.927779)
642,2020,Economic Development (EDD),Music & Entertainment Business Development,,,
1527,2019,Economic Development (EDD),Cultural Arts Grantmaking,White,78751,POINT (-97.722213 30.310564)
2618,2020,Economic Development (EDD),Small Business Education & Coaching,,,
4374,2022,Economic Development,Education & Coaching,White,78756,POINT (-97.740236 30.321553)
1071,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78745,POINT (-97.798214 30.206782)
20,2021,Economic Development (EDD),Public Art & Placemaking,Prefer not to answer,78704,POINT (-97.76448 30.243217)
ADI8313185,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78723,POINT (-97.686715 30.30723)
4117,2022,Economic Development,Education & Coaching,White,78509,
3878,2022,Economic Development,Education & Coaching,Asian,10140,
2819,2020,Economic Development (EDD),Small Business Education & Coaching,,,
945,2019,Economic Development (EDD),Small Business Education & Coaching,White,78745,POINT (-97.798214 30.206782)
757,2020,Economic Development (EDD),Small Business Education & Coaching,,,
2297,2021,Economic Development (EDD),Industry Sector Development,White,,
2785,2020,Economic Development (EDD),Small Business Education & Coaching,Prefer not to answer,78765,POINT (-97.743753 30.304094)
1531,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78724,POINT (-97.622435 30.295025)
619,2021,Economic Development (EDD),Education & Coaching,White,22207,POINT (-77.125435 38.905059)
1749,2020,Economic Development (EDD),Education & Coaching,Hispanic or Latino,,
1315,2021,Economic Development (EDD),Education & Coaching,White,40962,POINT (-83.759269 37.132084)
374,2019,Economic Development (EDD),Small Business Education & Coaching,White,78731,POINT (-97.765626 30.345658)
3746,2022,Economic Development,Education & Coaching,,,
3825,2022,Economic Development,Education & Coaching,White,78722,POINT (-97.715708 30.290465)
306,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
2538,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,78722,POINT (-97.715708 30.290465)
1514,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,75081,POINT (-96.710123 32.948007)
977,2020,Economic Development (EDD),Small Business Education & Coaching,Native American or Alaska Native,78723,POINT (-97.686715 30.30723)
4379,2022,Economic Development,Education & Coaching,White,7102,POINT (-74.173425 40.734997)
1702,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78749,POINT (-97.859448 30.213975)
V00000966213,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,75137,POINT (-96.911657 32.634746)
626,2019,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78724,POINT (-97.622435 30.295025)
4423,2022,Economic Development,Education & Coaching,Multi Race or Ethnicity,78747,POINT (-97.757228 30.133523)
111,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78723,POINT (-97.686715 30.30723)
3970,2022,Economic Development,Education & Coaching,White,78732,POINT (-97.897807 30.370203)
452,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1150,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,,
V00000929857,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78664,POINT (-97.651252 30.505358)
V00000935388,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Asian,75254,POINT (-96.79932 32.946153)
4133,2022,Economic Development,Education & Coaching,Hispanic or Latino,78752,POINT (-97.703051 30.332223)
2441,2020,Economic Development (EDD),Small Business Education & Coaching,,,
711,2021,Economic Development (EDD),Education & Coaching,,,
1082,2020,Economic Development (EDD),Small Business Education & Coaching,White,78724,POINT (-97.622435 30.295025)
249,2021,Economic Development (EDD),Cultural Arts Grantmaking,Asian,78731,POINT (-97.765626 30.345658)
779,2021,Economic Development (EDD),Education and Coaching,,78751,POINT (-97.722213 30.310564)
590,2020,Economic Development (EDD),Historic Preservation Fund Grants,,,
2121,2019,Economic Development (EDD),Music & Entertainment Business Development,,,
3183,2022,Economic Development,Public Art & Placemaking,Hispanic or Latino,,
3393,2022,Economic Development,Education & Coaching,Hispanic or Latino,78702,POINT (-97.71608 30.264271)
V00000941054,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,78721,POINT (-97.683892 30.270568)
1492,2019,Economic Development (EDD),Cultural Arts Grantmaking,,,
897,2019,Economic Development (EDD),Small Business Education & Coaching,,78702,POINT (-97.71608 30.264271)
VS0000015522,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic,78664,POINT (-97.651252 30.505358)
2209,2020,Economic Development (EDD),Cultural Arts Grantmaking,Hispanic or Latino,,
2820,2021,Economic Development (EDD),Education & Coaching,Black or African American,,
V00000908738,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,White,75074,POINT (-96.677417 33.032308)
297,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
1859,2019,Economic Development (EDD),Cultural Arts Grantmaking,,78767,POINT (-97.740397 30.267145)
V00000918880,2020,Small & Minority Business Resources (SMBR),M/W/DBE Certification,Hispanic or Latino,78640,POINT (-97.839938 29.996884)
1552,2021,Economic Development (EDD),Education & Coaching,White,78717,POINT (-97.765813 30.492639)
1376,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1184,2021,Economic Development (EDD),Education & Coaching,,78739,POINT (-97.890498 30.182911)
1739,2020,Economic Development (EDD),Small Business Education & Coaching,,,
1354,2021,Economic Development (EDD),Education & Coaching,,,
1476,2021,Economic Development (EDD),Education & Coaching,,78751,POINT (-97.722213 30.310564)
1170,2019,Economic Development (EDD),Small Business Education & Coaching,,78748,POINT (-97.825259 30.166107)
1211,2019,Economic Development (EDD),Small Business Education & Coaching,,78751,POINT (-97.722213 30.310564)
171,2021,Economic Development (EDD),Education & Coaching,,78744,POINT (-97.738673 30.186349)
2781,2020,Economic Development (EDD),Small Business Education & Coaching,,78705,POINT (-97.737978 30.292467)
2500,2021,Economic Development (EDD),Cultural Arts Grantmaking,White,78701,POINT (-97.741791 30.271191)
204,2021,Economic Development (EDD),Public Art & Placemaking,,,
1358,2020,Economic Development (EDD),Small Business Education & Coaching,Hispanic or Latino,78641,POINT (-97.872696 30.55706)
682,2021,Economic Development (EDD),Industry Sector Development,,,
3126,2020,Economic Development (EDD),Small Business Education & Coaching,Black or African American,78729,POINT (-97.767067 30.454447)
1539,2021,Economic Development (EDD),Industry Sector Development,White,78703,POINT (-97.763975 30.291285)
3137,2020,Economic Development (EDD),Small Business Education & Coaching,,,
735,2021,Economic Development (EDD),Education and Coaching,White,78722,POINT (-97.715708 30.290465)
300,2020,Economic Development (EDD),Cultural Arts Grantmaking,,,
4428,2022,Economic Development,Education & Coaching,White,78750,POINT (-97.800431 30.433237)
1217,2020,Economic Development (EDD),Small Business Education & Coaching,,,
447,2021,Economic Development (EDD),Education & Coaching,Hispanic or Latino,78751,POINT (-97.722213 30.310564)
V00000960609,2022,Small & Minority Business Resources (SMBR),M/W/DBE Certification,African American,78748,POINT (-97.825259 30.166107)
